# 
#     Column Definitions:
#     - Total Potential Responses: All survey participants, including those who left the question blank.
#     - Non-empty Responses: All responses that are not null or empty string.
#     - Informative Responses: Responses that are not classified as non-informative (e.g., not "N/A", "No comment", etc.).
#     - Response: Individual informative responses, with each response on a separate row.
#     
"Question","Institution","Total Potential Responses","Non-empty Responses","Informative Responses","Response"
"","","","","","I teach one class at a charter high school in the south valley. I take food there regularly because they don't ""like"" the food the school serves and always complain they are hungry, so they gladly take my packaged food which is primarily junk food. But I figure a treat is a treat, and if they know someone cares, that could mean a lot to them. The systems aren't working for everyone. I'm so lucky to be in such a place of privilege that I didn't earn. I lead a very privileged life compared to the students at the charter school. For example:
There was a shooting a few weeks ago. Two students were killed. Another student misses her dad who left her a decade ago to go to Mexico once he was ""wanted"" and has come back to the area but hasn't responded that he wants to see her. Another student lost a 2-year-old cousin about 2 weeks ago. Most all live in single parent homes. Apartments. South Valley houses with extended families sometimes. These kids have a very hard life, right here in Albuquerque where we ought to be able to do better. 
I share this because I can see the disparity and it breaks my heart. 
Thanks for initiating this survey to see what needs are out there."
"","","","","","CNM did provide a raise, but they also increased medical benefit costs and the inflation rate is still high. They want us to think it was an amazing raise, but it was meager at best."
"Is there anything else you would like to share?","Clovis Community College","62","15","13","I do not think a college can be everything, but there is a lot of support for students. Faculty and staff are struggling to make ends meet because we never truly get a raise. Anytime we get a little more, it gets taken away by an increase in the cost of a ""benefit"" and the net affect is that we make less and less. The demands of work are more and more outside the classroom, as we are asked to do more and more in addition to just teaching our classes. This means that we have less time to focus on preparing classes and are working harder for even less. "
"","","","","","it would be nice to have a transportation system for the students"
"","","","","","no"
"","","","","","No"
"","","","","","""Feed the World"" is my passion."
"","","","","","I would like to see health coverage for adjunct faculty. "
"","","","","","I think we should promote such things more"
"","","","","","no"
"","","","","","Make available funds to child care centers to provide free child care for our students in need."
